Headline,Body ID
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",24
"Starr moved his headquarters from Shanghai, China, to New York City.",25
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",26
"Brown praised Van Rompuy as ""a consensus builder"" who had ""brought a period of political stability to his country after months of uncertainty"".",27
He returned to Swansea after playing four times for the Dragons.,28
"He suffered a fractured knee, but was ""conscious and talking"" after the crash, according to Amazon Prime.",29
"However, the band intends to continue, with Godfrey's consent, following his departure.",30
Bangladesh lost the match by 130&#160;runs.,31
"Having established their own government, they called for autonomy in a federal Syria after the war.",32
Bridge scored the winning goal in the 88th minute to send Chelsea into the semi-finals and end an 18-game winless run against Arsenal.,33
The meat is stored and eaten throughout the winter.,34
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",35
"In the initial ballot of Conservative MPs, on 18 October 2005, he gained enough support (42 votes) to enter the second ballot two days later.",36
"There were no light displays in 1976 or 1977 due to economic recession, but the lights returned in 1978 when Oxford Street organised a laser display, and they have been there every year since.",37
"However, the start of his trial was moved to 26 October so he could prepare a defense.",38
The face and genitals of Zuma were painted over.,39
"At its peak, it employed 100 people.",40
The face and genitals of Zuma were painted over.,41
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",42
"In December 2009, 94% of those voting backed independence from Spain, on a turn-out of 25%.",43
"Duncan Smith's biography, on the Conservative Party website, also stated that he was ""educated at Dunchurch College of Management"" but his office later confirmed that he did not gain any qualifications there either, that he completed six separate courses lasting a few days each, adding up to about a month in total.",44
"Further wreath-laying ceremonies are observed at most war memorials across the UK at 11&#160;am on 11 November, led by the Royal British Legion.",45
The calendar features photos from White's career and with various animals.,46
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",47
BAE Systems Plc was the primary contractor.,48
"He has also created and presented programmes for the BBC, radio 3.",49
"Large-scale protests against president Bakiyev took place in Bishkek in April and November 2006, with opposition leaders accusing the president of failing to live up to his election promises to reform the country's constitution and transfer many of his presidential powers to parliament.",50
Classic Gold managing director John Baish later confirmed Blackburn's suspension from the show.,51
"This was met with opposition from Montrose Golf Links who believed that the golf course built on top of the dunes, as one of the oldest in the world, should be protected.",52
"In turn, Esso operates the forecourts and sells their fuel via the Tesco store.",53
They created mild havoc by fighting with each other.,54
The face and genitals of Zuma were painted over.,55
HIV educators emphasised that this would do nothing to prevent HIV transmission.,56
"She will be styled ""HRH The Duchess of Cornwall"", and if the Prince becomes king, ""HRH The Princess Consort"".",57
"ANH, however, interpreted the ban as applying only to synthetically produced supplements, and not to vitamins and minerals normally found in or consumed as part of the diet.",58
A 2–0 victory over Roma in the second group stage meant they progressed to the quarter-finals.,59
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",60
"In the summer of 2000 however, following Rovers' failure to gain promotion, he handed in a transfer request to the club.",61
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,62
"He also said that during the Beslan crisis he offered Putin ""independence in exchange for security"".",63
The face and genitals of Zuma were painted over.,64
"In the initial ballot of Conservative MPs, on 18 October 2005, he gained enough support (42 votes) to enter the second ballot two days later.",65
"Such plan would likely include the dredging of the rivers Tone and Parrett, and possibly a later sluice near Bridgwater.",66
"Duncan Smith's biography, on the Conservative Party website, also stated that he was ""educated at Dunchurch College of Management"" but his office later confirmed that he did not gain any qualifications there either, that he completed six separate courses lasting a few days each, adding up to about a month in total.",67
It is the only functional inland funicular railway in England (there are about 15 more at English seaside towns).,68
Westminster City Council reported 400 new jobs would be available after the redevelopment.,69
"Nickel-alloy in 5p and 10p UK coins was replaced with nickel-plated steel began in 2012, causing allergy problems for some people and public controversy.",70
"The three-month program, which started in December 2003, began as way to encourage friendship between youths of certain ages from different races and ethnic groups and address concerns that the country's multi-ethnic and multi-cultural groups were becoming increasingly isolated from one another.",71
"Created by Lydia Karpinska, it depicts Winton sitting on a bench and reading a book.",72
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",73
HIV educators emphasised that this would do nothing to prevent HIV transmission.,74
They will not.,75
"Linfield manager Warren Feeney said Bates was a player he always admired, however Glenavon manager Gary Hamilton said he was let down by the player's decision to renege on the verbal agreement he had made.",76
"It was announced on 8 February 2012, that Crook's book was nominated for the Waterstones Children's Book Prize, in the 5–12-year-old category.",77
Because of this she has lent her support to the Department for Education's anti-bullying campaign in 2000.,78
HIV educators emphasised that this would do nothing to prevent HIV transmission.,79
This ended a 15-year unilateral suspension due to fuel costs and other economic difficulties after the collapse of the Soviet Union.,80
"In the basement of the Ministry of the Interior or ""the horror chambers"" around 2,000 political prisoners were held and tortured during the 1971-1978 military rule.",81
"On 30 March 2007, Coyle was awarded his second Scottish First Division Manager of the Month award of the 2006–07 season.",82
Rescuers felt a pulse and heard the unconscious Hammond breathing before the car was turned upright.,83
"He played most of the games available, despite being injured for 6 games in March.",84
All other faiths and denominations are required to undergo a registration process.,85
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",86
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,87
"The estimated death toll stands at 300,000 killed.",88
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",89
The face and genitals of Zuma were painted over.,90
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,91
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",92
Viñao presented his views on Nancarrow and his influence on a generation of composer such as himself in a BBC radio programme entitled ‘Children of Nancarrow’.,93
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,94
"It also addresses the needs of the impoverished Moskitian communities, such as drug addiction among youth as the coast is slowly gaining influence as a corridor for drug trafficking.",95
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",96
This doubles the pedestrian capacity at the junction.,97
The face and genitals of Zuma were painted over.,98
He believes some reformist candidates are wrongly kept from running.,99
The Home Office had failed to apply its own rules for dealing with unmarried partners of people settled in the UK.,100
"Most of the data captured was stored on board the flyby spacecraft, which radioed approximately 4,500 images from the HRI, MRI, and ITS cameras to Earth over the next few days.",101
The face and genitals of Zuma were painted over.,102
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",103
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,104
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",105
The face and genitals of Zuma were painted over.,106
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",107
Restaurants which mainly exist to serve dog meat may only open for the last half of the lunar month.,108
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",109
"In spring, the water is drained away to enable the land to be used as pasture during the summer.",110
He strongly denied the allegations.,111
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",112
The plans attracted local opposition.,113
Damage was quickly repaired and the shop re-opened the following day.,114
Amit Bhatia was restored to his position as vice-chairman.,115
Bridge scored the winning goal in the 88th minute to send Chelsea into the semi-finals and end an 18-game winless run against Arsenal.,116
HIV educators emphasised that this would do nothing to prevent HIV transmission.,117
HIV educators emphasised that this would do nothing to prevent HIV transmission.,118
The face and genitals of Zuma were painted over.,119
"Campaigners including doctors, nurses, business people, journalists and councillors marched through the streets and held up the traffic, then later called for the resignations of the PCT board members after they turned down a £100,000 donation offered by East Lindsey District Council to enable the ward to remain open through the winter.",120
"Tower Gardens, previously known as the Pleasure Gardens, opened in 1878 after being donated by the Earl of Scarbrough.",121
This doubles the pedestrian capacity at the junction.,122
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",123
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",124
"The album is directly influenced by three things: modern pop punk, 1960s surfer pop, and tales of unrequited love.",125
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",126
"On the account of the calamity, the president made an announcement that there would not be any official celebration of the independence day that year.",127
"Those troubles surfaced in March 2005, Oldham entered a creditors' voluntary agreement (CVA) with total debts of £325,000.",128
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,129
His death was seen as unlikely to mean any significant changes to the running of the club.,130
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",131
"The document said schools should reschedule swimming lessons, sex education and exams so they are outside the month of Ramadan.",132
It also earned Gaudi a nomination for the BBC's World Music Awards 2008.,133
This was believed to be the first time he had spoken publicly with an Israeli.,134
"It had started during 1990 and the end of the recession was not officially declared until April 1993, by which time nearly 3 million people were unemployed.",135
"In 2004, at the Athens Olympics, Pinsent failed to secure re-election to the post, being replaced by Železný.",136
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",137
"The original church was established at Oxford Island on the shore of Lough Neagh in 1411, but a new church was built in Lurgan on the site of what is now Shankill Cemetery in 1609 as the town became the main centre of settlement in the area.",138
"By the time Thatcher called the election in May 1983, the Conservatives were most people's firm favourites to win the election.",139
Angola were eliminated from the tournament only losing one game.,140
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",141
"On 1 September 2007 the Staffordshire Regiment became the 3rd Battalion, Mercian Regiment.",142
"Consequently, a vote of all local party members was held to decide whether Cormack should remain the party's candidate at the next general election.",143
"He scored once for Stoke, in a 3–1 win over Norwich City.",144
Keegan was the first manager in the Premier League era to win the Division One title with two different clubs.,145
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,146
"However, the band intends to continue, with Godfrey's consent, following his departure.",147
"He let her write letters to her family, which he read but never sent.",148
The face and genitals of Zuma were painted over.,149
"Despite achieving multiple perfect scores in the final three, she came third on the show.",150
The website went live on 26 August 2005.,151
Bridge scored the winning goal in the 88th minute to send Chelsea into the semi-finals and end an 18-game winless run against Arsenal.,152
"Argentina, which lays claim to part of the area, criticised the naming.",153
"Having established their own government, they called for autonomy in a federal Syria after the war.",154
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",155
"In mid-October 2005, he was detained for entering a restricted area of the Harare Botanical Gardens.",156
HIV educators emphasised that this would do nothing to prevent HIV transmission.,157
"She will be styled ""HRH The Duchess of Cornwall"", and if the Prince becomes king, ""HRH The Princess Consort"".",158
"Moreover, neither had a contract with Stevenson, the manufacturer.",159
He returned to Swansea after playing four times for the Dragons.,160
The Home Office had failed to apply its own rules for dealing with unmarried partners of people settled in the UK.,161
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,162
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,163
"In December 2013, a cull was organised and marksmen killed ten hyenas which had occupied wasteland near the city centre.",164
Dog meat is believed to bring good fortune in Vietnamese culture.,165
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",166
HIV educators emphasised that this would do nothing to prevent HIV transmission.,167
"The original church was established at Oxford Island on the shore of Lough Neagh in 1411, but a new church was built in Lurgan on the site of what is now Shankill Cemetery in 1609 as the town became the main centre of settlement in the area.",168
"The following season saw Dichio move himself and his family up to the Midlands, having previously commuted from London.",169
The face and genitals of Zuma were painted over.,170
"In mid-October 2005, he was detained for entering a restricted area of the Harare Botanical Gardens.",171
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",172
This happened again in 2000.,173
HIV educators emphasised that this would do nothing to prevent HIV transmission.,174
Police indicate that they have received no word or complaint of his actions.,175
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",176
"In the initial ballot of Conservative MPs, on 18 October 2005, he gained enough support (42 votes) to enter the second ballot two days later.",177
The first programme was broadcast at 8pm and was simulcast with Radio 4.,178
"In a BBC interview, the ambassador for Ivory Coast to the United Kingdom called these reports of widespread use of slave child labour by 700,000 cocoa farmers as absurd and inaccurate.",179
"It was constructed on three levels, with 70 rooms off its basement level tunnel.",180
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",181
"He was placed in intensive care and, according to doctors, was expected to undergo a slow recovery.",182
The face and genitals of Zuma were painted over.,183
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",184
He moved to Spain in 1948 to be educated there after his father persuaded Franco to allow it.,185
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,186
Edinburgh Trams began operation on 31 May 2014.,187
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",188
"It also reported that the economy is flexible to grow in the future and that household debts and poor exports were large growth-reducing factors, as well as its financial sector.",189
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",190
"Thameslink services from the north terminated in the same platforms as the Midland Main Line trains, while services from the south terminated at King's Cross Thameslink.",191
HIV educators emphasised that this would do nothing to prevent HIV transmission.,192
Derby were in 19th place when Brown departed.,193
HIV educators emphasised that this would do nothing to prevent HIV transmission.,194
"An experiment in herd mentality, some audience members were induced into believing they could smell it.",195
"These antedate the oldest grains in China, which were dated to 10,000&#160;BC, and potentially challenge the mainstream explanation that domesticated rice originated in China.",196
He returned to Swansea after playing four times for the Dragons.,197
This is among the fewest ever boundaries in a Test century.,198
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",199
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",200
"Linfield manager Warren Feeney said Bates was a player he always admired, however Glenavon manager Gary Hamilton said he was let down by the player's decision to renege on the verbal agreement he had made.",201
"However, other commentators have suggested that, given the entertainment nature of the show, Brown's misapplication of the theory may have been a deliberate smokescreen to conceal his true method.",202
"All of his Premier League goals were for Arsenal, giving him the record for most goals in the competition for one club, until it was broken by Rooney in 2016.",203
"According to a French spokesman, French forces repelled the assault and counterattacked, killing 30 rebels.",204
"However at the 1997 election, the Liberal Democrats won 46 seats, their best performance since the 1920s, though they did take a smaller share of the vote than they had done at the 1992 election.",205
"The authors had examined the handedness and age of the recently deceased in California, and failed to allow for the fact that older people there were less likely than younger people to identify as left-handed.",206
It was not until the 20th century that the title of Prime Minister was constitutionally recognised.,207
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,208
HIV educators emphasised that this would do nothing to prevent HIV transmission.,209
However he refused to criticize Barrichello for his outburst.,210
"On 25 March, during his second season, Bradbury was dismissed from AFC Bournemouth following the club's run of poor form.",211
"Because of the station's archive nature the station was scheduled, produced and researched by 17 people, excluding presenters.",212
"He only then understood what he had done"".",213
"There had been plans to preserve the boat as a monument, as it had become a symbol of the tsunami.",214
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",215
"Once the main force has landed, the platoon provides tactical intelligence and offensive action rolls for the brigade.",216
"It found that in 2014 97% of people in the local authority area were in good health, and in 2011 tended to have incomes 40% above the national average.",217
"Consequently, the plans were shelved, but reports in December 2014 announced a revival of the scheme.",218
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",219
"Tickets for the flight were sold in an online auction, the highest bidder had paid $34,000 for a seat.",220
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,221
"On 25 March, during his second season, Bradbury was dismissed from AFC Bournemouth following the club's run of poor form.",222
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",223
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",224
The inquest into the Princess of Wales's death concluded in 2008 that there was no evidence of a conspiracy.,225
The Northern Ireland Executive also agreed a multimillion-pound funding package for the airport on 15 September 2016.,226
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",227
Swedish and Bulgarian officials denied that he was involved in any way and investigators ruled him out as a suspect within 48 hours.,228
However he refused to criticize Barrichello for his outburst.,229
It is increasingly used to mean something that cannot be found using any web search engine.,230
"Upon reaching 30%, they would have to launch a formal takeover bid.",231
The face and genitals of Zuma were painted over.,232
As part of the privatisation plan two subsidiaries will be formed that will operate the airport and manage the estate.,233
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,234
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",235
"However at the 1997 election, the Liberal Democrats won 46 seats, their best performance since the 1920s, though they did take a smaller share of the vote than they had done at the 1992 election.",236
Engels didn't like the work but did it for the good of the cause.,237
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",238
The face and genitals of Zuma were painted over.,239
The face and genitals of Zuma were painted over.,240
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",241
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",242
"Schumacher was ambitious for the season, saying: ""I can say that we'll come up with a car that will be competitive from the very first race of the new season"".",243
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",244
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",245
HIV educators emphasised that this would do nothing to prevent HIV transmission.,246
"There had already been considerable speculation about the possibility of a takeover of the club, either by the Glazers or by one of several other interested parties.",247
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",248
China is now exporting it to other nations.,249
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",250
It was awarded The Stage Award for Best Regional Theatre in 2015.,251
"Consequently, the plans were shelved, but reports in December 2014 announced a revival of the scheme.",252
"However, both of their proposed concerts in the UK were cancelled due to poor ticket sales.",253
"The Bight of Benin's shore soon came to be known as the ""Slave Coast"".",254
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",255
"In a recording discovered and released in 2008, Christie revealed the reason for this: ""Hercule Poirot, a complete egoist, would not like being taught his business or having suggestions made to him by an elderly spinster lady"".",256
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",257
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",258
The majority of Kings Park was flooded under three feet of water.,259
"Just before its opening Blair claimed the Dome would be ""a triumph of confidence over cynicism, boldness over blandness, excellence over mediocrity"".",260
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,261
"Brown praised Van Rompuy as ""a consensus builder"" who had ""brought a period of political stability to his country after months of uncertainty"".",262
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",263
The BBC reports that Copeland intended to ignite a race war across Britain with his bombing campaign.,264
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",265
"That is to appeal to all segments of the market"".",266
China is now exporting it to other nations.,267
The face and genitals of Zuma were painted over.,268
"Although the share prospectus specified that the proceeds from the sale would go towards paying down the club's debts, it was revealed that much of the money would go directly to the Glazers.",269
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",270
HIV educators emphasised that this would do nothing to prevent HIV transmission.,271
"On 3 December 2009, she officially announced her retirement from tennis at a press conference in Paris.",272
"It was announced on 8 February 2012, that Crook's book was nominated for the Waterstones Children's Book Prize, in the 5–12-year-old category.",273
Impact projections suggest the flood could affect roughly 5&#160;million people.,274
"Moreover, neither had a contract with Stevenson, the manufacturer.",275
"In 2009, however, it was announced by the Scottish Government that the plan had been cancelled.",276
He believes some reformist candidates are wrongly kept from running.,277
The face and genitals of Zuma were painted over.,278
"According to him, killing or capturing bin Laden would not spell the end of al-Qaeda, but the movement could not be eradicated while he remained at large.",279
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",280
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",281
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",282
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",283
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",284
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",285
Derby were in 19th place when Brown departed.,286
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",287
Humanist officiants are trained and experienced in devising and conducting suitable ceremonies.,288
"Discontented party members set up the Veritas Members' Association to ""put the truth back into Veritas"".",289
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",290
The face and genitals of Zuma were painted over.,291
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,292
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,293
In a ceremony attended by members of his family his 16-year-old daughter Stephanie unveiled a plaque dedicating the school to his memory.,294
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",295
HIV educators emphasised that this would do nothing to prevent HIV transmission.,296
He was survived by his daughter Jeanne Varney.,297
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,298
"An experiment in herd mentality, some audience members were induced into believing they could smell it.",299
The proposal was rejected by the voters.,300
"The prosecution asserted that her lack of resistance was due to a state of shock, and that the relationship between the two was like that of a 'father-daughter' pair.",301
HIV educators emphasised that this would do nothing to prevent HIV transmission.,302
"In a hearing prior to the rape trial, a group of thousands of his supporters gathered near the courthouse, as a smaller gathering of anti-rape groups demonstrated on behalf of the alleged rape victim.",303
"It was constructed by Alan Smith, a British goldsmith from London whose father, Frank, was a member of one of the aircrews who took part in the bombing of Dresden.",304
"The album is directly influenced by three things: modern pop punk, 1960s surfer pop, and tales of unrequited love.",305
HIV educators emphasised that this would do nothing to prevent HIV transmission.,306
"Because of the severity of the fire, what remained of the complex had to be demolished.",307
Complications with the relationship saw these JVs being wound back by 2005.,308
"This led to calls for him to do so by opposition parties, and ANC alliance partner COSATU.",309
"He lived his remaining years as a wealthy man and avid boxing fan, dying on 2 February 2005, at the age of 99.",310
"That is to appeal to all segments of the market"".",311
"Argentina, which lays claim to part of the area, criticised the naming.",312
"According to Archbishop Orlando Quevedo, president of the Catholic Bishops Conference, about 200 of the country's 7,000 priests may have committed ""sexual misconduct"" – including child abuse, homosexuality and affairs – over the past two decades.",313
In terms of points they were nearer to the relegation zone than the playoff zone when he resigned in February 2006 after being put under a lot of pressure by the Forest fans.,314
"On 18 February, the court had his request denied.",315
"Due to the protection from the Constitution against prosecution of the sitting president, Chen could not be prosecuted until he left office, and he was not indicted, but was alleged to be an accomplice on his wife's indictment.",316
"Moreover, neither had a contract with Stevenson, the manufacturer.",317
Some left-wing supporters claimed that Mbeki and his more market-oriented wing of the party had conspired to oust Zuma to entrench their dominance in the ANC.,318
"On 21 March, soldiers at a barracks in Kati, near Bamako, launched a revolt against the visiting defense minister, and their revolt turned into a coup d'État.",319
Shane Williams was duly selected as the 2008 International Player of the Year.,320
"He noted that as Network Rail moved to a ""new phase in its development"" it was appropriate for a new chairman to lead it there.",321
The face and genitals of Zuma were painted over.,322
"With Vettel winning the race, he secured second in the standings, with Barrichello finishing third in the championship with 77 points.",323
Orwell made several broadcasts here from 1941 to 1943.,324
"He went on to say that ""[as a result of the media coverage], there could well have been a response by those who wished us ill to go and meet us with something like a bomb"".",325
"Unique successfully sued the council, whose activities were described as ""imprudent, irrational and even unlawful"", for £950,000.",326
Amit Bhatia was restored to his position as vice-chairman.,327
"Due to the protection from the Constitution against prosecution of the sitting president, Chen could not be prosecuted until he left office, and he was not indicted, but was alleged to be an accomplice on his wife's indictment.",328
