Headline,Body ID,Stance
"Keith Christie told the BBC that the move was ""a business decision"" designed to build a new fan base for the club.",118,agree
"Doune Castle has become a place of pilgrimage for fans of Monty Python and the film, and, since 2004, an annual ""Monty Python Day"" has been held at the castle.",119,agree
Carragher was said to have been unhappy at the failure of successive England managers to pick him regularly at centre-back.,120,agree
The goal was only his fourth in his Liverpool career.,121,agree
PwC was fined a record £5 million plus costs.,122,agree
Police indicate that they have received no word or complaint of his actions.,123,agree
"ATOC responded by stating that, as all new vehicles had to be fitted with compliant toilet tanks, with withdrawal of the HSTs by the end of 2017 the problem would be solved.",124,agree
"Mansa Abubakari Keita II left Musa Keita as regent of the empire, demonstrating the stability of this period in Mali, and departed with the second expedition, commanding some 2,000 ships equipped with both oars and sails in 1311.",125,agree
"His death was eventually confirmed by then Gabonese Prime Minister Jean Eyeghe Ndong, who said in a written statement that Bongo had died of a heart attack shortly before 12:30 GMT on 8 June 2009.",126,agree
"Instead of making effective investigation, King Gyanendra destroyed every evidence that brings him on a circle of suspicion which led him to be the most unpopular king in the history.",127,agree
In 2004 he was found not guilty of indecent assault against a seven-year-old girl.,128,agree
"After an initial series of record annual catches, the numbers crashed; between 1979 and 1990, catches fell from four million to 700,000.",129,agree
The Muslim scholar who is considered by some to be the father of modern scientific methodology due to his emphasis on experimental data and reproducibility of its results.,130,agree
"BBC and ITV have largely phased out children's programming from their main channels in order to focus on the dedicated services; in 2012, as part of the ""Delivering Quality First"" initiative, the BBC announced that it would end the broadcast of CBBC programmes on BBC One following the completion of the transition to digital terrestrial television, citing low viewership in comparison to broadcasts of the programmes on the CBBC channel.",131,agree
"He signed a year's extension to his contract with ""the Pars"" in December 2006.",132,agree
"Following a possible move to West Brom which was later vetoed by then Manager Gary Megson, he was eventually snapped up by Division One side Walsall in summer 2003.",133,agree
He was killed during a shooting incident in Quetta in July 2005.,134,agree
"Meshing says 'I am you and you are me', which is rather romantic"".",135,agree
"Said to be a sign of commitment and togetherness, meshing is also seen by some as an attempt to banish what might be considered a ""sexist"" tradition of a woman taking her husband's name when she marries.",136,agree
This research is unlikely to lead to a human therapy for many years.,137,agree
"However, the treatment is alleged to slow the progression of the otherwise untreatable disease, and may have contributed to the longer than expected survival of the seven patients studied.",138,agree
The Congolese national authorities transferred Lubanga to ICC custody on 17 March 2006.,139,agree
Four other peacekeepers were reported missing.,140,agree
"Nick Hemley, from Woking, Surrey, won the contest just beating Chris Grimwood.",141,agree
Seven passengers were killed.,142,agree
"These factors contributed to low attendances; in the 2005–06 season, Juventus' average attendance was 35,880.",143,agree
The technique was apparently used on a limited scale by British authorities in the 1940s.,144,agree
SFL First Division clubs wanted to gain a greater share of the media revenue generated by the SPL.,145,agree
This helped mark the 40th anniversary of the soap.,146,agree
The Local Enterprise Partnership is also to be bolstered.,147,agree
"A number of the BBC Micro's principal creators were present, and Sophie Wilson recounted to the BBC how Hermann Hauser tricked her and Steve Furber to agree to create the physical prototype in less than five days.",148,agree
This is a major step forward.,149,agree
"In 2009 French researchers succeeded in showing that the distribution of sizes is due to the drops' interaction with air, which deforms larger drops and causes them to fragment into smaller drops, effectively limiting the largest raindrops to about 6&#160;mm diameter.",150,agree
An employee of Lloyds was filmed telling a customer how several mechanisms could be used to make their transactions invisible to the UK tax authorities.,151,agree
Lloyds Bank has accepted the regulator's findings and apologised to its customers.,152,agree
The new bank began operating on 9 September 2013 as a separate division within Lloyds Banking Group.,153,agree
"The cathedral is colloquially referred to as ""Paddy's Wigwam"" due to its shape.",154,agree
It is Europe's largest free music event and takes place every August.,155,agree
Some of the rockets contained extremely deteriorated nerve agent.,156,agree
They have registered a human rights organization known as Bilie Human Rights Initiative both in Nigeria and in the United Nations to advocate for their right to self-determination and achieve independence by the rule of law.,157,agree
"The raid by Navy SEALs took place in international waters off the coast of Cyprus, the raid was a success; preventing a Libyan splinter militia group selling nationalized Libyan oil on the black market.",158,agree
"Ironically, there were fewer than 25 complaints made about the original incident prior to its reporting in the media.",159,agree
It was also the first time she had performed on British television.,160,agree
The farmer in charge of the trailer was sentenced to a 36-week suspended jail sentence and was ordered to carry out 200 hours of community work.,161,agree
"The document said schools should reschedule swimming lessons, sex education and exams so they are outside the month of Ramadan.",162,agree
"Although Lamba walked off the field and the injury did not appear to be serious at the time, he slipped into a coma on the day of the injury and then succumbed to internal hemorrhage three days later.",163,agree
"On 13 December 2005, it was announced that FirstGroup had won the franchise.",164,agree
"The company threatened protestors with criminal prosecution and fines of £5,000, but staff failed to enforce ticket requirements.",165,agree
The miracle at the Wedding at Cana is also celebrated during Epiphany as a first manifestation of Christ's public life.,166,agree
"His death was shocking to many Angolans, many of whom had grown up during the Angolan civil war and witnessed Savimbi's ability to successfully evade efforts by Soviet, Cuban and Angolan troops to kill him.",167,agree
"Up to 300,000 Angolans died in the civil war.",168,agree
Each of the four players were banned from national team participation for at least two years.,169,agree
"However, both of their proposed concerts in the UK were cancelled due to poor ticket sales.",170,agree
"However the next month, just days before they were due to perform, the group dropped the dates and did not perform at the concert, due to poor ticket sales.",171,agree
"Tracey Cramond, who was raising money for Butterwick Hospices, was the 1 millionth person to complete the run, stating she was ""gobsmacked"" and that it was her ""moment of fame"".",172,agree
Incidents of pilots being exposed to lasers while flying have prompted aviation authorities to implement special procedures to deal with such hazards.,173,agree
One has been vandalised briefly with graffiti.,174,agree
"He denied all the allegations and stated he was ""confident that [his] innocence will be established in due course"".",175,agree
"On the other hand, if the conservation laws are invalid, then the foundations of physics would need to change.",176,agree
"During the fourth season, he announced his retirement from the show to focus on spending more time with his family.",177,agree
These children were often from poor families or the slums and were sold to work in other countries.,178,agree
"In a BBC interview, the ambassador for Ivory Coast to the United Kingdom called these reports of widespread use of slave child labour by 700,000 cocoa farmers as absurd and inaccurate.",179,agree
"The remaining 15 percent laboured in assembly and manufacturing in informal economy, home-based enterprises, factories, mines, packaging salt, operating machinery, and such operations.",180,agree
The work was not permanently damaged.,181,agree
A conversion in accordance with the process of a denomination is not a guarantee of recognition by another denomination.,182,agree
"In the past, rabbis often rejected potential converts three times, and if they remained adamant in their desire to convert, they would then allow them to begin the process.",183,agree
"He talked at length about his new watch (which had an alarm, a new thing at the time) which he was very proud of, a country visitor who did not enjoy his time in London because he felt that it was too crowded, and his cat waking him up at one in the morning.",184,agree
"They will even interrupt their travels, residing in sheltered bays for a few days, when the current is against the desired direction of travel, until the current changes direction.",185,agree
"If the plot had succeeded, anyone drinking the contaminated cider would have suffered diarrhoea and nausea.",186,agree
"The following day Japanese police raided the offices of Aleph in order to ""prevent any illegal activities by cult members in response to the confirmation of Asahara's death sentence"".",187,agree
"He is said to have been the driver in the Tokyo gas attack and was caught in Tokyo, having been on the run for 17 years.",188,agree
Travel writer Ryan Levitt considered the main Tsim Sha Tsui to Central route one of the most picturesque in the world.,189,agree
Rehabilitation programs for offenders can be more cost effective than prison.,190,agree
SS1 became the world's first private spaceship with a series of high-altitude flights in 2004.,191,agree
"Confidence is everything and this will not encourage the long list of celebrity and millionaire customers waiting for their first flight"".",192,agree
"In October 2010, the 3,000 m (10,000&#160;ft) runway at Spaceport America was opened, with SpaceShipTwo ""VSS Enterprise"" shipped to the site carried underneath the fuselage of Virgin Galactic's Mother Ship Eve.",193,agree
"Today it is avowedly a viewspaper not merely a newspaper"".",194,agree
"The Road Map has stalled awaiting the implementation of the step required by the first phase of that plan with then Israeli Prime Minister Ariel Sharon stating within weeks of the release of the final text that a settlement freeze, one of Israel's main requirements, would be ""impossible"" because of the need for settlers to build new houses and start families.",195,agree
It was re-interred in the Corsier cemetery surrounded by reinforced concrete.,196,agree
Newspapers and television channels praised the government for its bold decision; editorials were full of praise for the country's leadership and advocated the development of an operational nuclear arsenal for the country's armed forces.,197,agree
Tornados began their bombing that evening.,198,agree
"From June 2007, Google banned AdWords adverts for student essay-writing services, a move which received positive feedback from universities.",199,agree
His car was then impounded by the police since he could not arrange for it to be removed himself.,200,agree
"He celebrated his third strike with a golf swing, in response to the pundits who questioned his desire during his leave of absence in which he was pictured on the golf course.",201,agree
The fee combined with wages and bonuses due to Tevez in the final year of his contract was estimated to save Manchester City about £27&#160;million.,202,agree
The delegation was to have attended the inauguration ceremonies for the first HESA IrAn-140 airframe.,203,agree
A clean sweep will be made.,204,agree
The mission was a major boost to India's space program.,205,agree
It was produced in the form of a radio show which could be downloaded when the tour was completed.,206,agree
In January 2008 the government proposed changes to copyright law that would legalise format shifting for personal use under some limited circumstances.,207,agree
"He took the seventh penalty for Ivory Coast, which he scored.",208,agree
The eight aircraft were to cost £259&#160;million and the forecast in-service date was November 1998.,209,agree
"The cause of the hard landing is being investigated, although it is not thought to have been shot down.",210,agree
The damaged aircraft was then destroyed by coalition air strikes to prevent it falling into the hands of the Taliban.,211,agree
The rear fuselage was later used to repair a crashed RAF Chinook in 2003.,212,agree
"Following the tour, head coach Andy Flower resigned his post whilst batsman Kevin Pietersen was dropped indefinitely from the England team.",213,agree
"When Bangladesh defeated South Africa in the 2007 World Cup, thousands of people celebrated into the night on the streets of Dhaka despite there being a ban on public gatherings at the time.",214,agree
Bangladesh lost the match by 130&#160;runs.,215,agree
Their 22-match losing streak since their first ODI was at the time a record.,216,agree
"A legal challenge to this failed in September 2009, although a review of the legislation was expected in 2010 by the new Conservative/Liberal Democrat coalition government.",217,agree
The inspection work takes approximately 11 man hours to complete.,218,agree
A spokesman for P&amp;G stated it had been paying the VAT proactively and owed no back taxes.,219,agree
"In April 2014, the Jamaica Anti-Doping Commission announced that she would be suspended for 18 months over doping charges, expiring in December that year.",220,agree
"The space craft docked with the International Space Station (ISS) on Wednesday September 20, 2006, at 05:21 (UTC).",221,agree
Grenada had broken off diplomatic relations with Taiwan just two years prior in favor of the PRC.,222,agree
His attackers were convicted in a separate trial.,223,agree
Mukhtaran used the compensation money awarded by the Pakistani government as well as donations from around the world to build two local schools for girls.,224,agree
In October 1929 he developed his ideas further.,225,agree
"The mummy was returned to Egypt on October 24, 2003 with full official honors and is on display at the Luxor Museum.",226,agree
It is not known how many problems went unrecorded.,227,agree
In December 2004 details of the amalgamations to be carried out were announced.,228,agree
"A fine of SEK 50,000 would be the punishment for travel companies serving travellers without such identity documents.",229,agree
"Thus, many Miskito who supported the independence movement were those who had suffered greatly economically.",230,agree
"She was acquitted in 1992, and the actual culprit has not been found.",231,agree
"A week later, the third spill occurred at the same mining site at Baia Borsa, staining the river black, possibly including heavy metals.",232,agree
"The family has an addition, a daughter named Mucus, and Fungus' son Mould (who featured in the original book) is a teenager going through a rebellious phase: cleaning things instead of dirtying them.",233,agree
"However, these are no longer commonly found in circulation.",234,agree
"Tenet reacted to the publication of this report by calling it ""flat wrong"", citing in particular the planning efforts of the past two years.",235,agree
These embryos can be harvested for patient matching embryonic stem cells.,236,agree
"As a result, much of the Ridgeway remains prohibited to motor vehicle use by the general public year-round.",237,agree
"More than 700 Danish civilians and US military personnel worked under hazardous conditions, the former without protective gear, to clean up the nuclear waste.",238,agree
This will make it the world's third largest shipping company with a fleet of over 400 vessels.,239,agree
"In the basement of the Ministry of the Interior or ""the horror chambers"" around 2,000 political prisoners were held and tortured during the 1971-1978 military rule.",240,agree
"Williams regards Watkins as ""one of the 20th century's most brilliant and distinctive yet unjustly neglected voices"".",241,agree
"As the first winner of three Nations Cup tournaments, Ghana obtained the right to permanently hold the trophy in 1978.",242,agree
In the 2001 Dakar he was near victory but penalised one hour for unsportsmanlike conduct after illegally blocking his closest competitor both at the start and during the penultimate stage.,243,agree
"Cymdeithas yr Iaith's chairman, Jamie Bevan, said that ""since the Welsh language bill was passed four years ago, it is illegal to stop staff from speaking to customers in Welsh"".",244,agree
"The intended red card would have been a protest against his country's authorities, who were alleged to be depriving the players of their earnings.",245,agree
Mr Hussain has lived in the UK since 1991.,246,agree
They had to be switched off for this performance.,247,agree
"In a recording discovered and released in 2008, Christie revealed the reason for this: ""Hercule Poirot, a complete egoist, would not like being taught his business or having suggestions made to him by an elderly spinster lady"".",248,agree
Employees of the Iraqi Health Ministry carried out the survey.,249,agree
The event raised over £27m for charitable causes.,250,agree
A defensive midfielder is usually fielded to cover the advances of wing-backs.,251,agree
"Until recent decades Russian was commonly learned as a second language, but has been replaced by English as the most common second language studied and spoken.",252,agree
"However, on September 23, 2004 the da Vinci project announced that they would not be ready.",253,agree
"As part of our close co-operation, there has long been a regular exchange with the US authorities, in which we have set out: that we expect them to seek permission to render detainees via UK territory and airspace, including Overseas Territories; that we will grant that permission only if we are satisfied that the rendition would accord with UK law and our international obligations; and how we understand our obligations under the UN Convention Against Torture.",254,agree
He was released without charge in January 2005.,255,agree
"The countries named were: Austria, Belgium, Cyprus, Denmark, Germany, Greece, Ireland, Italy, Poland, Portugal, Romania, Spain, Sweden and the United Kingdom.",256,agree
"According to the government, this was due to ongoing criminal investigations.",257,agree
"During the Lebanon War in 2006, two IAF AH-64A helicopters collided, killing one pilot and critically wounding three.",258,agree
"In February 2006, the Netherlands contribution to NATO forces in Afghanistan was increased from 600 to 1,400 troops and 6 AH-64s were sent in support.",259,agree
"Arrested in Spain and extradited, he was convicted of Cameron's murder in 2000, and received a life sentence.",260,agree
"Noye melted down the bullion and recast it for sale, mixing in copper coins to disguise the source.",261,agree
Stevenson's heirs sold Stevenson's papers during World War I; many Stevenson documents were auctioned off in 1918.,262,agree
"Solberg said her win was ""a historic election victory for the right-wing parties"".",263,agree
"Now we need to forget those feelings and find another source of motivation"".",264,agree
"Something is broken with Chelsea, The damage is big in the dressing room"".",265,agree
"Conducted in a town meeting format, less formal than the first presidential debate, this debate saw Bush and Kerry taking questions on a variety of subjects from a local audience.",266,agree
"The car also topped a similar list for 2005, this list being published in December 2006.",267,agree
"Accordingly, and for the first time, the Governor had to write publicly to the government explaining why inflation was more than one percentage point higher than its target.",268,agree
The film was released in the United Kingdom on 14 May 2004.,269,agree
Construction was due to start in late summer 2012 though initial site clearance work only commenced in early 2013 .,270,agree
"Ryanair said that they would ""not be withdrawing this ad"" and would ""not provide the ASA with any of the undertakings they seek"", on the basis that they found it absurd that ""a picture of a fully clothed model is now claimed to cause 'serious or widespread offence', when many of the UK's leading daily newspapers regularly run pictures of topless or partially dressed females without causing any serious or widespread offence"".",271,agree
This became reality in October 2009.,272,agree
"Ryanair stated they would double the Aer Lingus short-haul fleet from 33 to 66 and create 1,000 new jobs.",273,agree
This allows the airline to save on aircraft costs and enables faster cleaning and security checks during the short turnaround times.,274,agree
"Following a complaint from rival carrier EasyJet, the ASA ruled the offer was ""likely to mislead"".",275,agree
"As the provider of the tip-off leading to investigations, Henkel was not fined.",276,agree
"While the line was blocked, Virgin trains terminated at Runcorn and other trains terminated at Liverpool South Parkway.",277,agree
"Around 1,200 jobs were lost from the closures, but further jobs were created at the Shaw National Distribution Centre.",278,agree
"Most of the territory belongs to Cambodia, but a combination of Thailand disrespecting international law, Thai troop upbuild in the area and lack of resources for the Cambodian military have left the situation unsettled since 1962.",279,agree
Production transferred to other plants in England and Poland.,280,agree
"Staff at Keynsham criticised this move, suggesting that they felt betrayed and as if they have been ""sacked twice"".",281,agree
"The offer was rejected, with Cadbury stating that it undervalued the company.",282,agree
"Woosnam also became the first player to capture the trophy in three different decades, having previously won the World Match Play Championship in 1987 and 1990.",283,agree
"Woosnam spent his early years on Tour driving around the continent in a camper van, living on a diet of baked beans to save money.",284,agree
The performance was panned by many critics.,285,agree
In extreme cases ketoacidosis can be fatal.,286,agree
Neither the Janata Party nor Charan Singh's Lok Dal won the 54 seats needed for recognition as the official opposition in Parliament.,287,agree
A shortened version is currently sometimes played just before each hour before the news.,288,agree
The establishment of an English parliament has also been backed by a number of Scottish and Welsh nationalists.,289,agree
"He said that the confessions were extracted through torture with electric shocks and threats targeted at the medic's families, and confirmed that some of the children had been infected with HIV before the medics arrived in Libya.",290,agree
"Saif al-Islam Gaddafi later confirmed that Libyan investigators tortured the medics with electric shocks and threatened to target their families in order to extract the confessions, and confirmed that some of the children had been infected with HIV before the medics arrived in Libya.",291,agree
The armed forces have been in a continuous mobilised state for the last 30 years.,292,agree
"Both LTTE and the government resumed fighting in 2006, and the government officially backed out of the ceasefire in 2008.",293,agree
"Over the course of five years, the number of foals born each year had dropped by two-thirds (from 1,563 to just 423 in 2013)&#160;– a change attributed by The New Forest Pony Breeding and Cattle Society to a declining market, and by the New Forest Verderers to steps that had been taken to improve the quality rather than the quantity of foals.",294,agree
"Other members of the group were released on 13 January 2012, as part of a mass presidential pardon for political activists.",295,agree
The Underground station was closed for renovation work for nearly three years between 2009 and 2012.,296,agree
Sawyer and Edward Pritchard.,297,agree
He later died on the 32nd day of his fast.,298,agree
The decision to do so must be publicly declared well in advance.,299,agree
"Their second child, a son, was born in January 2010.",300,agree
Scotland was praised for its response and handling of the crisis.,301,agree
"However, some have questioned the ability of the Marshall Islands to enforce this zone.",302,agree
"However, he was retired from United Nations service against his will on 31 March 2005.",303,agree
"However, the results of these tests proved inconclusive and therefore the precise cause of Merrick's medical condition remains unknown.",304,agree
Four people died there in February 2009.,305,agree
"It is the busiest mountain in the United Kingdom and the third most visited attraction in Wales, with 582,000 people visiting annually.",306,agree
"Tenzin Gyatso, however, has stated that he will not be reborn in the People's Republic of China, though he has also suggested he may not be reborn at all, suggesting the function of the Dalai Lama may be outdated.",307,agree
"These are being opened up to tourists, to some controversy.",308,agree
"According to neurologist Gottfried Schlaug, there is a corresponding area to that of speech, which resides in the left hemisphere, on the right side of the brain.",309,agree
"On Friday 20 July 2007 Bristol Community Festival Ltd, the not-for-profit company which organised the event, announced that it had started the process of winding up the company due to unsustainable financial losses.",310,agree
