Headline,Body ID
"As a result, the PA's 160,000 employees have not received their salaries in over one year.",48
A June 2009 BBC report suggests these improvements have not all been sustained.,49
"He said that, even though he had apologised for the remark almost immediately, he believed his show business career was over.",50
"The project also includes educational exhibits, play areas and a restaurant, the Manado Street Kitchen.",51
The exact mechanism of fertilization could not be determined but the study stated that it was unlikely to be a case of polar body twinning.,52
"Claiming the coalition agreement had been broken, Clegg stated that Liberal Democrat MPs would no longer support changes to the House of Commons boundaries for the 2015 general election.",53
"This was both the worst result in the history of the party, and of any governing party.",54
They also lost heavily in the Welsh assembly and Scottish Parliament.,55
"Due to the poor financial state of his family, three of his brothers were raised in a nearby orphanage.",56
"It was introduced into North America from Asia in 1916 to control aphids, but is now the most common species, outcompeting many of the native species.",57
"However, they did not qualify for either of the next two tournaments.",58
"Countries that had enrichment programs in the past include Libya and South Africa, although Libya's facility was never operational.",59
"Notably, the investment made Nick D'Aloisio, Summly's founder, the world's youngest person to receive a venture capital investment at just fifteen years old.",60
"The sign features an upside-down 'B', which has been interpreted as an act of defiance by the prisoners who made it.",61
"In December 2006, he was again turned down for parole.",62
"A confidential memo called the Spanish communiqué ""a flimsy and unconvincing document"", and the Government put an end to the dispute by refusing to comment on the claims.",63
The final result was 1–1 with Slovenia qualifying to its second consecutive major tournament and the first-ever World Cup.,64
"These antedate the oldest grains in China, which were dated to 10,000&#160;BC, and potentially challenge the mainstream explanation that domesticated rice originated in China.",65
"The success of the Anka version prompted Bowie to write ""Life on Mars?"" as a parody of Sinatra's recording.",66
"It was also announced on 11 October 2013 that his body was being taken to the Tibetan Autonomous Region, to his monastery (Dolma Lhakang), for a ceremony and cremation in accordance with his high standing.",67
It was the first major snowfall in the city in 89 years.,68
"An opposition satellite station, Lualua TV, operates from London but has found its signals blocked.",69
Several foreign correspondents were expelled.,70
"In July 2009, a memorial concert and re-dedication ceremony was held at the bandstand on Walmer Green, attended by thousands.",71
Both parties are secular and enjoy close ties with the West.,72
The party has a more consistent anti-sectarian perspective than most of its rivals.,73
"De facto separate since Georgian independence, offers were made to give South Ossetia autonomy again, but in 2006 an unrecognised referendum in the area resulted in a vote for independence.",74
"The region retains autonomy, as a sign of Ajaria's reconnection with the central Georgian government, the Georgian Constitutional Court was moved from T'bilisi to Batumi.",75
"The northern subspecies had very few remaining, with only three confirmed individuals left in 2015 (two females; Fatu, 15 and Najin, 25: and one male; Sudan, 42), all in captivity.",76
The range of its individual characteristics is thereby wide.,77
She also identified Bawa as Kingsley Ojo and said that she had wrongly identified a photograph that had been circulating in the press as Patrick when it was in fact of a friend's living son.,78
"Alonso was not at full fitness but, as Steven Gerrard was injured, he played for the full 90 minutes and Liverpool held the score at 0–0 in Italy, defeating the eventual Italian champions on aggregate.",79
"Crouch denied this, highlighting that Alonso's passing ability, alongside Gerrard, would define Liverpool's style of play.",80
Liverpool won on penalties without his help but Alonso still earned his first FA Cup winners' medal.,81
The team fell three goals behind Milan but completed a dramatic second-half comeback.,82
He has also opened up his own practice studio for young people to start bands.,83
However the new fleet suffered from a number of technical faults which coupled with infrastructure and capacity issues led to many problems.,84
The accident was caused by a faulty set of points and Network Rail accepted full responsibility.,85
"Punctuality did gradually improve until the introduction of a new timetable (in December 2008), following the upgrade of the West Coast Main Line, which resulted in a dip in performance.",86
"In November 2006, Bozizé's government requested French military support to help them repel rebels who had taken control of towns in the country's northern regions.",87
"Between 1948 and 1989 about 250,000 Czechs and Slovaks were sent to prison for political reasons, and over 400,000 emigrated.",88
Australian reinforcements were immediately sent to help keep order.,89
Opposition parties made accusations of serious irregularities in the election.,90
This was the first time since Mauritania gained independence in 1960 that it elected a president in a multi-candidate election.,91
"Approximately 1,500 Greek Cypriots and 500 Turkish Cypriots remain missing.",92
They have commissioned more than 30 public sculptures since 1993.,93
"The Harland and Wolff shipyards became one of the largest shipbuilders in the world, employing up to 35,000 workers.",94
"On the day he was buried in the city, 100,000 people lined the route from his home on the Cregagh Road to Roselawn cemetery.",95
The most recent example of this conflict was known as the Troubles – a civil conflict that raged from around 1969 to 1998.,96
"The ban includes penalties of a 12-month jail sentence and fines of up to 50,000 riyals ($13,000).",97
"In 1996, over 300,000 people attended, leading to ticketing of the main street party in later years up to a limit of 100,000 tickets.",98
The event attracts thousands of people from all over the world.,99
"In 2006, 1867 different shows were staged in 261 venues across the city.",100
"The city's historical and cultural attractions have made it the United Kingdom's second most popular tourist destination after London, attracting over one million overseas visitors each year.",101
The colour shade Pantone 300C was perceived as the best choice.,102
"It began in 2011 as a chain of supposedly peaceful protests, followed by an alleged crackdown by the Syrian Army.",103
In October 2014 Tunisia held its first elections under the new constitution following the Arab Spring.,104
On 23 November 2014 Tunisia held its first Presidential Election following the Arab Spring in 2011.,105
Prisons are overcrowded and drug offenders represent nearly a third of the prison population.,106
"Mindful of the protests in nearby Bahrain, in November 2012 the UAE outlawed online mockery of its own government or attempts to organise public protests through social media.",107
"Prison terms have been given to those who ""deride or damage"" the reputation of the state and ""display contempt"" for religion.",108
"The rebels counter that they are ""defending their community against discrimination"" and government aggression.",109
A new government formed.,110
More than 100 were injured.,111
Bringing the ship into port and booming around her to contain the leaking oil would have been less harmful than sending her back to sea and almost inevitable sinking.,112
His confessions episode was voted 'Most Spectacular Scene' and his murders were voted 'Best Storyline'.,113
"Micky Cook, the director of youth, had to spend endless hours with him and [manager] Steve Wignall and then [the next manager] Steve Whitton had to spend a lot of time with him talking him through the tactical side of the game and what his role was within the team"".",114
This also lead to a change in legislation for the FA introducing standard rules meaning a player on loan could not play against their parent club.,115
Gateshead Council invited tenders in August 2008 from commercial organisations interested in undertaking the development.,116
The defeat consigned the club to a 55th consecutive season outside the Football League.,117
"Keith Christie told the BBC that the move was ""a business decision"" designed to build a new fan base for the club.",118
"Doune Castle has become a place of pilgrimage for fans of Monty Python and the film, and, since 2004, an annual ""Monty Python Day"" has been held at the castle.",119
Carragher was said to have been unhappy at the failure of successive England managers to pick him regularly at centre-back.,120
The goal was only his fourth in his Liverpool career.,121
PwC was fined a record £5 million plus costs.,122
Police indicate that they have received no word or complaint of his actions.,123
"ATOC responded by stating that, as all new vehicles had to be fitted with compliant toilet tanks, with withdrawal of the HSTs by the end of 2017 the problem would be solved.",124
"Mansa Abubakari Keita II left Musa Keita as regent of the empire, demonstrating the stability of this period in Mali, and departed with the second expedition, commanding some 2,000 ships equipped with both oars and sails in 1311.",125
"His death was eventually confirmed by then Gabonese Prime Minister Jean Eyeghe Ndong, who said in a written statement that Bongo had died of a heart attack shortly before 12:30 GMT on 8 June 2009.",126
"Instead of making effective investigation, King Gyanendra destroyed every evidence that brings him on a circle of suspicion which led him to be the most unpopular king in the history.",127
In 2004 he was found not guilty of indecent assault against a seven-year-old girl.,128
"After an initial series of record annual catches, the numbers crashed; between 1979 and 1990, catches fell from four million to 700,000.",129
The Muslim scholar who is considered by some to be the father of modern scientific methodology due to his emphasis on experimental data and reproducibility of its results.,130
"BBC and ITV have largely phased out children's programming from their main channels in order to focus on the dedicated services; in 2012, as part of the ""Delivering Quality First"" initiative, the BBC announced that it would end the broadcast of CBBC programmes on BBC One following the completion of the transition to digital terrestrial television, citing low viewership in comparison to broadcasts of the programmes on the CBBC channel.",131
"He signed a year's extension to his contract with ""the Pars"" in December 2006.",132
"Following a possible move to West Brom which was later vetoed by then Manager Gary Megson, he was eventually snapped up by Division One side Walsall in summer 2003.",133
He was killed during a shooting incident in Quetta in July 2005.,134
"Meshing says 'I am you and you are me', which is rather romantic"".",135
"Said to be a sign of commitment and togetherness, meshing is also seen by some as an attempt to banish what might be considered a ""sexist"" tradition of a woman taking her husband's name when she marries.",136
This research is unlikely to lead to a human therapy for many years.,137
"However, the treatment is alleged to slow the progression of the otherwise untreatable disease, and may have contributed to the longer than expected survival of the seven patients studied.",138
The Congolese national authorities transferred Lubanga to ICC custody on 17 March 2006.,139
Four other peacekeepers were reported missing.,140
"Nick Hemley, from Woking, Surrey, won the contest just beating Chris Grimwood.",141
Seven passengers were killed.,142
"These factors contributed to low attendances; in the 2005–06 season, Juventus' average attendance was 35,880.",143
The technique was apparently used on a limited scale by British authorities in the 1940s.,144
SFL First Division clubs wanted to gain a greater share of the media revenue generated by the SPL.,145
This helped mark the 40th anniversary of the soap.,146
The Local Enterprise Partnership is also to be bolstered.,147
"A number of the BBC Micro's principal creators were present, and Sophie Wilson recounted to the BBC how Hermann Hauser tricked her and Steve Furber to agree to create the physical prototype in less than five days.",148
This is a major step forward.,149
"In 2009 French researchers succeeded in showing that the distribution of sizes is due to the drops' interaction with air, which deforms larger drops and causes them to fragment into smaller drops, effectively limiting the largest raindrops to about 6&#160;mm diameter.",150
An employee of Lloyds was filmed telling a customer how several mechanisms could be used to make their transactions invisible to the UK tax authorities.,151
Lloyds Bank has accepted the regulator's findings and apologised to its customers.,152
The new bank began operating on 9 September 2013 as a separate division within Lloyds Banking Group.,153
"The cathedral is colloquially referred to as ""Paddy's Wigwam"" due to its shape.",154
It is Europe's largest free music event and takes place every August.,155
Some of the rockets contained extremely deteriorated nerve agent.,156
They have registered a human rights organization known as Bilie Human Rights Initiative both in Nigeria and in the United Nations to advocate for their right to self-determination and achieve independence by the rule of law.,157
"The raid by Navy SEALs took place in international waters off the coast of Cyprus, the raid was a success; preventing a Libyan splinter militia group selling nationalized Libyan oil on the black market.",158
"Ironically, there were fewer than 25 complaints made about the original incident prior to its reporting in the media.",159
It was also the first time she had performed on British television.,160
The farmer in charge of the trailer was sentenced to a 36-week suspended jail sentence and was ordered to carry out 200 hours of community work.,161
"The document said schools should reschedule swimming lessons, sex education and exams so they are outside the month of Ramadan.",162
"Although Lamba walked off the field and the injury did not appear to be serious at the time, he slipped into a coma on the day of the injury and then succumbed to internal hemorrhage three days later.",163
"On 13 December 2005, it was announced that FirstGroup had won the franchise.",164
"The company threatened protestors with criminal prosecution and fines of £5,000, but staff failed to enforce ticket requirements.",165
The miracle at the Wedding at Cana is also celebrated during Epiphany as a first manifestation of Christ's public life.,166
"His death was shocking to many Angolans, many of whom had grown up during the Angolan civil war and witnessed Savimbi's ability to successfully evade efforts by Soviet, Cuban and Angolan troops to kill him.",167
"Up to 300,000 Angolans died in the civil war.",168
Each of the four players were banned from national team participation for at least two years.,169
"However, both of their proposed concerts in the UK were cancelled due to poor ticket sales.",170
"However the next month, just days before they were due to perform, the group dropped the dates and did not perform at the concert, due to poor ticket sales.",171
"Tracey Cramond, who was raising money for Butterwick Hospices, was the 1 millionth person to complete the run, stating she was ""gobsmacked"" and that it was her ""moment of fame"".",172
Incidents of pilots being exposed to lasers while flying have prompted aviation authorities to implement special procedures to deal with such hazards.,173
One has been vandalised briefly with graffiti.,174
"He denied all the allegations and stated he was ""confident that [his] innocence will be established in due course"".",175
"On the other hand, if the conservation laws are invalid, then the foundations of physics would need to change.",176
"During the fourth season, he announced his retirement from the show to focus on spending more time with his family.",177
These children were often from poor families or the slums and were sold to work in other countries.,178
"In a BBC interview, the ambassador for Ivory Coast to the United Kingdom called these reports of widespread use of slave child labour by 700,000 cocoa farmers as absurd and inaccurate.",179
"The remaining 15 percent laboured in assembly and manufacturing in informal economy, home-based enterprises, factories, mines, packaging salt, operating machinery, and such operations.",180
The work was not permanently damaged.,181
A conversion in accordance with the process of a denomination is not a guarantee of recognition by another denomination.,182
"In the past, rabbis often rejected potential converts three times, and if they remained adamant in their desire to convert, they would then allow them to begin the process.",183
"He talked at length about his new watch (which had an alarm, a new thing at the time) which he was very proud of, a country visitor who did not enjoy his time in London because he felt that it was too crowded, and his cat waking him up at one in the morning.",184
"They will even interrupt their travels, residing in sheltered bays for a few days, when the current is against the desired direction of travel, until the current changes direction.",185
"If the plot had succeeded, anyone drinking the contaminated cider would have suffered diarrhoea and nausea.",186
"The following day Japanese police raided the offices of Aleph in order to ""prevent any illegal activities by cult members in response to the confirmation of Asahara's death sentence"".",187
"He is said to have been the driver in the Tokyo gas attack and was caught in Tokyo, having been on the run for 17 years.",188
Travel writer Ryan Levitt considered the main Tsim Sha Tsui to Central route one of the most picturesque in the world.,189
Rehabilitation programs for offenders can be more cost effective than prison.,190
SS1 became the world's first private spaceship with a series of high-altitude flights in 2004.,191
"Confidence is everything and this will not encourage the long list of celebrity and millionaire customers waiting for their first flight"".",192
"In October 2010, the 3,000 m (10,000&#160;ft) runway at Spaceport America was opened, with SpaceShipTwo ""VSS Enterprise"" shipped to the site carried underneath the fuselage of Virgin Galactic's Mother Ship Eve.",193
"Today it is avowedly a viewspaper not merely a newspaper"".",194
"The Road Map has stalled awaiting the implementation of the step required by the first phase of that plan with then Israeli Prime Minister Ariel Sharon stating within weeks of the release of the final text that a settlement freeze, one of Israel's main requirements, would be ""impossible"" because of the need for settlers to build new houses and start families.",195
It was re-interred in the Corsier cemetery surrounded by reinforced concrete.,196
Newspapers and television channels praised the government for its bold decision; editorials were full of praise for the country's leadership and advocated the development of an operational nuclear arsenal for the country's armed forces.,197
Tornados began their bombing that evening.,198
"From June 2007, Google banned AdWords adverts for student essay-writing services, a move which received positive feedback from universities.",199
His car was then impounded by the police since he could not arrange for it to be removed himself.,200
"He celebrated his third strike with a golf swing, in response to the pundits who questioned his desire during his leave of absence in which he was pictured on the golf course.",201
The fee combined with wages and bonuses due to Tevez in the final year of his contract was estimated to save Manchester City about £27&#160;million.,202
The delegation was to have attended the inauguration ceremonies for the first HESA IrAn-140 airframe.,203
A clean sweep will be made.,204
The mission was a major boost to India's space program.,205
It was produced in the form of a radio show which could be downloaded when the tour was completed.,206
In January 2008 the government proposed changes to copyright law that would legalise format shifting for personal use under some limited circumstances.,207
"He took the seventh penalty for Ivory Coast, which he scored.",208
The eight aircraft were to cost £259&#160;million and the forecast in-service date was November 1998.,209
"The cause of the hard landing is being investigated, although it is not thought to have been shot down.",210
The damaged aircraft was then destroyed by coalition air strikes to prevent it falling into the hands of the Taliban.,211
The rear fuselage was later used to repair a crashed RAF Chinook in 2003.,212
"Following the tour, head coach Andy Flower resigned his post whilst batsman Kevin Pietersen was dropped indefinitely from the England team.",213
"When Bangladesh defeated South Africa in the 2007 World Cup, thousands of people celebrated into the night on the streets of Dhaka despite there being a ban on public gatherings at the time.",214
Bangladesh lost the match by 130&#160;runs.,215
Their 22-match losing streak since their first ODI was at the time a record.,216
"A legal challenge to this failed in September 2009, although a review of the legislation was expected in 2010 by the new Conservative/Liberal Democrat coalition government.",217
The inspection work takes approximately 11 man hours to complete.,218
A spokesman for P&amp;G stated it had been paying the VAT proactively and owed no back taxes.,219
"In April 2014, the Jamaica Anti-Doping Commission announced that she would be suspended for 18 months over doping charges, expiring in December that year.",220
"The space craft docked with the International Space Station (ISS) on Wednesday September 20, 2006, at 05:21 (UTC).",221
Grenada had broken off diplomatic relations with Taiwan just two years prior in favor of the PRC.,222
His attackers were convicted in a separate trial.,223
Mukhtaran used the compensation money awarded by the Pakistani government as well as donations from around the world to build two local schools for girls.,224
In October 1929 he developed his ideas further.,225
"The mummy was returned to Egypt on October 24, 2003 with full official honors and is on display at the Luxor Museum.",226
It is not known how many problems went unrecorded.,227
In December 2004 details of the amalgamations to be carried out were announced.,228
"A fine of SEK 50,000 would be the punishment for travel companies serving travellers without such identity documents.",229
"Thus, many Miskito who supported the independence movement were those who had suffered greatly economically.",230
"She was acquitted in 1992, and the actual culprit has not been found.",231
"A week later, the third spill occurred at the same mining site at Baia Borsa, staining the river black, possibly including heavy metals.",232
"The family has an addition, a daughter named Mucus, and Fungus' son Mould (who featured in the original book) is a teenager going through a rebellious phase: cleaning things instead of dirtying them.",233
"However, these are no longer commonly found in circulation.",234
"Tenet reacted to the publication of this report by calling it ""flat wrong"", citing in particular the planning efforts of the past two years.",235
These embryos can be harvested for patient matching embryonic stem cells.,236
"As a result, much of the Ridgeway remains prohibited to motor vehicle use by the general public year-round.",237
"More than 700 Danish civilians and US military personnel worked under hazardous conditions, the former without protective gear, to clean up the nuclear waste.",238
This will make it the world's third largest shipping company with a fleet of over 400 vessels.,239
"In the basement of the Ministry of the Interior or ""the horror chambers"" around 2,000 political prisoners were held and tortured during the 1971-1978 military rule.",240
"Williams regards Watkins as ""one of the 20th century's most brilliant and distinctive yet unjustly neglected voices"".",241
"As the first winner of three Nations Cup tournaments, Ghana obtained the right to permanently hold the trophy in 1978.",242
In the 2001 Dakar he was near victory but penalised one hour for unsportsmanlike conduct after illegally blocking his closest competitor both at the start and during the penultimate stage.,243
"Cymdeithas yr Iaith's chairman, Jamie Bevan, said that ""since the Welsh language bill was passed four years ago, it is illegal to stop staff from speaking to customers in Welsh"".",244
"The intended red card would have been a protest against his country's authorities, who were alleged to be depriving the players of their earnings.",245
Mr Hussain has lived in the UK since 1991.,246
They had to be switched off for this performance.,247
"In a recording discovered and released in 2008, Christie revealed the reason for this: ""Hercule Poirot, a complete egoist, would not like being taught his business or having suggestions made to him by an elderly spinster lady"".",248
Employees of the Iraqi Health Ministry carried out the survey.,249
The event raised over £27m for charitable causes.,250
A defensive midfielder is usually fielded to cover the advances of wing-backs.,251
"Until recent decades Russian was commonly learned as a second language, but has been replaced by English as the most common second language studied and spoken.",252
"However, on September 23, 2004 the da Vinci project announced that they would not be ready.",253
"As part of our close co-operation, there has long been a regular exchange with the US authorities, in which we have set out: that we expect them to seek permission to render detainees via UK territory and airspace, including Overseas Territories; that we will grant that permission only if we are satisfied that the rendition would accord with UK law and our international obligations; and how we understand our obligations under the UN Convention Against Torture.",254
He was released without charge in January 2005.,255
"The countries named were: Austria, Belgium, Cyprus, Denmark, Germany, Greece, Ireland, Italy, Poland, Portugal, Romania, Spain, Sweden and the United Kingdom.",256
"According to the government, this was due to ongoing criminal investigations.",257
"During the Lebanon War in 2006, two IAF AH-64A helicopters collided, killing one pilot and critically wounding three.",258
"In February 2006, the Netherlands contribution to NATO forces in Afghanistan was increased from 600 to 1,400 troops and 6 AH-64s were sent in support.",259
"Arrested in Spain and extradited, he was convicted of Cameron's murder in 2000, and received a life sentence.",260
"Noye melted down the bullion and recast it for sale, mixing in copper coins to disguise the source.",261
Stevenson's heirs sold Stevenson's papers during World War I; many Stevenson documents were auctioned off in 1918.,262
"Solberg said her win was ""a historic election victory for the right-wing parties"".",263
"Now we need to forget those feelings and find another source of motivation"".",264
"Something is broken with Chelsea, The damage is big in the dressing room"".",265
"Conducted in a town meeting format, less formal than the first presidential debate, this debate saw Bush and Kerry taking questions on a variety of subjects from a local audience.",266
"The car also topped a similar list for 2005, this list being published in December 2006.",267
"Accordingly, and for the first time, the Governor had to write publicly to the government explaining why inflation was more than one percentage point higher than its target.",268
The film was released in the United Kingdom on 14 May 2004.,269
Construction was due to start in late summer 2012 though initial site clearance work only commenced in early 2013 .,270
"Ryanair said that they would ""not be withdrawing this ad"" and would ""not provide the ASA with any of the undertakings they seek"", on the basis that they found it absurd that ""a picture of a fully clothed model is now claimed to cause 'serious or widespread offence', when many of the UK's leading daily newspapers regularly run pictures of topless or partially dressed females without causing any serious or widespread offence"".",271
This became reality in October 2009.,272
"Ryanair stated they would double the Aer Lingus short-haul fleet from 33 to 66 and create 1,000 new jobs.",273
This allows the airline to save on aircraft costs and enables faster cleaning and security checks during the short turnaround times.,274
"Following a complaint from rival carrier EasyJet, the ASA ruled the offer was ""likely to mislead"".",275
"As the provider of the tip-off leading to investigations, Henkel was not fined.",276
"While the line was blocked, Virgin trains terminated at Runcorn and other trains terminated at Liverpool South Parkway.",277
"Around 1,200 jobs were lost from the closures, but further jobs were created at the Shaw National Distribution Centre.",278
"Most of the territory belongs to Cambodia, but a combination of Thailand disrespecting international law, Thai troop upbuild in the area and lack of resources for the Cambodian military have left the situation unsettled since 1962.",279
Production transferred to other plants in England and Poland.,280
"Staff at Keynsham criticised this move, suggesting that they felt betrayed and as if they have been ""sacked twice"".",281
"The offer was rejected, with Cadbury stating that it undervalued the company.",282
"Woosnam also became the first player to capture the trophy in three different decades, having previously won the World Match Play Championship in 1987 and 1990.",283
"Woosnam spent his early years on Tour driving around the continent in a camper van, living on a diet of baked beans to save money.",284
The performance was panned by many critics.,285
In extreme cases ketoacidosis can be fatal.,286
Neither the Janata Party nor Charan Singh's Lok Dal won the 54 seats needed for recognition as the official opposition in Parliament.,287
A shortened version is currently sometimes played just before each hour before the news.,288
The establishment of an English parliament has also been backed by a number of Scottish and Welsh nationalists.,289
"He said that the confessions were extracted through torture with electric shocks and threats targeted at the medic's families, and confirmed that some of the children had been infected with HIV before the medics arrived in Libya.",290
"Saif al-Islam Gaddafi later confirmed that Libyan investigators tortured the medics with electric shocks and threatened to target their families in order to extract the confessions, and confirmed that some of the children had been infected with HIV before the medics arrived in Libya.",291
The armed forces have been in a continuous mobilised state for the last 30 years.,292
"Both LTTE and the government resumed fighting in 2006, and the government officially backed out of the ceasefire in 2008.",293
"Over the course of five years, the number of foals born each year had dropped by two-thirds (from 1,563 to just 423 in 2013)&#160;– a change attributed by The New Forest Pony Breeding and Cattle Society to a declining market, and by the New Forest Verderers to steps that had been taken to improve the quality rather than the quantity of foals.",294
"Other members of the group were released on 13 January 2012, as part of a mass presidential pardon for political activists.",295
The Underground station was closed for renovation work for nearly three years between 2009 and 2012.,296
Sawyer and Edward Pritchard.,297
He later died on the 32nd day of his fast.,298
The decision to do so must be publicly declared well in advance.,299
"Their second child, a son, was born in January 2010.",300
Scotland was praised for its response and handling of the crisis.,301
"However, some have questioned the ability of the Marshall Islands to enforce this zone.",302
"However, he was retired from United Nations service against his will on 31 March 2005.",303
"However, the results of these tests proved inconclusive and therefore the precise cause of Merrick's medical condition remains unknown.",304
Four people died there in February 2009.,305
"It is the busiest mountain in the United Kingdom and the third most visited attraction in Wales, with 582,000 people visiting annually.",306
"Tenzin Gyatso, however, has stated that he will not be reborn in the People's Republic of China, though he has also suggested he may not be reborn at all, suggesting the function of the Dalai Lama may be outdated.",307
"These are being opened up to tourists, to some controversy.",308
"According to neurologist Gottfried Schlaug, there is a corresponding area to that of speech, which resides in the left hemisphere, on the right side of the brain.",309
"On Friday 20 July 2007 Bristol Community Festival Ltd, the not-for-profit company which organised the event, announced that it had started the process of winding up the company due to unsustainable financial losses.",310
"The move caused a massive drop in attendance and a heavy financial loss, leading to debts which hung over the organisation.",311
This announcement caused much controversy.,312
"If the products are expensive, large or fragile, it refers to safety issues.",313
"The company's CEO Philip Oliver said that the demise of THQ, who was a major client for the studio, was one of the major contributing factors to the closure.",314
"The Wilts &amp; Berks Canal was abandoned in 1914 and its route south and east of Melksham has been built over; preservation and restoration efforts began in 1977 and in 2012 a planning application was submitted for a new section of canal (called the Melksham Link) to connect the Semington junction, via Berryfield, with the Avon below Melksham.",315
"The ruling was criticised by Stagecoach as leaving vital services in limbo and jeopardising Scotland's intercity coach network, making it unable to compete effectively with rail and private car journeys.",316
"The main advantages of a guided busway, versus a normal road are higher speeds (meaning increased capacity) and increased safety as traffic of differing directions is physically separated.",317
According to reports from the local health officials he had serious underlying health problems and it was not known if a norovirus infection contributed to his death.,318
"At once both beautiful and startling, it is a song that sounds like a held breath, never letting slip the power that swells within it"".",319
"Southampton lost the match 1–0, but Baird was voted as the Saints man of the match.",320
"On 18 February 2016, Baird re–joined his former club Fulham on loan until the end of the season.",321
"Reynolds described himself as ""absolutely gutted"" by the snub, complained Asprilla ""did not even have the decency to say goodbye"" and said he would never talk to him again.",322
The North Korea team was the first Asian team to progress beyond the first round of the World Cup finals.,323
The club's saviour David Hughes later decided to carry on putting millions into the club.,324
"In 2013, Bremgarten was the first municipality in Europe to introduce laws forbidding asylum seekers from visiting certain public places such as libraries, swimming pools, schools and churches.",325
Pratchett and Kingston were regulars.,326
"In 2002, Shettleston was badly affected by flash floods.",327
There are no reported casualties.,328
Services to Liverpool had to be suspended on 14 occasions during the year when large cruise ships were visiting.,329
An appeal against the ruling also failed in 2007.,330
"The spelling of Daniel Jackson's wife's name changes from ""Sha'uri"" to ""Sha're"", O'Neill's wife from ""Sarah"" to ""Sara"", and his son from ""Tyler"" to ""Charlie"".",331
